a	0.75	0	obliging#1 complaisant#1
a	0.25	0.25	unobliging#1 unaccommodating#1
a	0.125	0.25	uncooperative#2 disobliging#1
a	0.5	0	accurate#1
a	0.625	0	faithful#2 close#5
a	0.625	0.25	dead-on#1
a	0.5	0.125	high-fidelity#1 hi-fi#1
a	0.5	0	surgical#3
a	0	0	straight#5
a	0.125	0	true#2 dead_on_target#1
a	0.875	0	veracious#2 right#14
a	0.125	0.625	inaccurate#1
a	0	0	outside#10 away#3
a	0.125	0.75	wrong#9 incorrect#4 faulty#2
a	0	0.5	unfaithful#4
a	0	0.625	wide_of_the_mark#1 wide#7
a	0.125	0	accustomed#1
a	0	0.375	wont_to#1 used_to#1
a	0	0.75	unaccustomed#1
a	0	0.125	new#11
a	0	0.125	unused#4
a	0	0.125	acidic#1
a	0	0.375	acid#3
a	0	0.5	acid-forming#1
a	0	0	alkaline#1 alkalic#1
a	0.125	0.375	alkalescent#1 alcalescent#1
a	0.25	0	basic#4
a	0.125	0.125	base-forming#1
a	0.25	0.125	saltlike#1
a	0.5	0	amphoteric#1 amphiprotic#1
a	0	0.25	acid-loving#1
a	0	0	aciduric#1 acidophilous#1 acidophilic#1
a	0	0.25	alkaline-loving#1
a	0.125	0	acknowledged#1
a	0.5	0	recognized#1 recognised#2 accepted#1
a	0	0.125	self-confessed#1
a	0.25	0	assumptive#2
a	0.375	0	declarable#1
a	0	0	granted#1 given#1
a	0.125	0	putative#1
a	0	0.625	unacknowledged#1
a	0	0.375	unvalued#1 unsung#2 unappreciated#2
a	0.25	0	unavowed#3 secret#3
a	0	0.375	unconfessed#1
a	0	0.5	unrecognized#1 unrecognised#2
a	0	0	acquisitive#1
a	0.375	0	accumulative#2
a	0	0	prehensile#3 greedy#1 grasping#1 grabby#1 covetous#2 avaricious#1
a	0	0	possessive#2
a	0	0	plundering#1
a	0	0	predatory#3 predacious#2 predaceous#2
a	0.25	0.5	voracious#1 ravening#2 rapacious#2
a	0	0.5	sordid#4
a	0	0.5	unacquisitive#1
a	0	0	acropetal#1
a	0	0	basipetal#1
a	0.5	0.125	active#5
a	0	0	astir#2 about#1
a	0.375	0	gymnastic#1 athletic#2 acrobatic#1
a	0	0	spry#1 quick#3 nimble#1 agile#1
a	0.5	0	hot#21
a	0.25	0	overactive#1 hyperactive#1
a	0.125	0	on_the_go#1
a	0.25	0	sporty#3
a	0.375	0.5	inactive#9
a	0.125	0	deskbound#1 desk-bound#1
a	0.25	0.375	dormant#4 abeyant#1
a	0	0.625	underactive#1 hypoactive#1
a	0.25	0.125	torpid#1 soggy#3 sluggish#3 inert#3
a	0.125	0	sedentary#1
a	0	0	active#14
a	0	0.125	activated#4
a	0	0.375	inactive#8
a	0	0.625	off#5
a	0	0.625	retired#1
a	0	0	active#7
a	0.25	0.125	brisk#3
a	0.5	0	bustling#1
a	0.375	0.25	busy#4
a	0	0.5	going#1
a	0	0	open#21
a	0.125	0.375	springy#2
a	0.25	0	inactive#7
a	0	0	dark#11
a	0.25	0	dead#17
a	0	0.5	sluggish#2 slow#6 dull#8
a	0.125	0.625	unused#3 idle#3
a	0	0	strikebound#1
a	0.375	0.5	active#1
a	0	0.25	progressive#6
a	0	0.375	inactive#2
a	0.125	0.125	dead-end#1
a	0	0	flat#15
a	0	0	indolent#2
a	0.125	0.25	latent#2
a	0	0.625	quiescent#4
a	0.125	0	active#3
a	0	0	activistic#1 activist#1
a	0	0	hands-on#1
a	0	0	proactive#2
a	0.375	0.25	passive#1 inactive#6
a	0	0.625	hands-off#1
a	0	0.75	unresisting#1 supine#2 resistless#2
a	0	0.5	active#13
a	0.125	0.5	eruptive#3
a	0	0	inactive#5 dormant#2
a	0	0.25	quiescent#3
a	0	0	extinct#2
a	0.25	0.625	dead#5
a	0	0.5	active#12
a	0.5	0	live#11 alive#7
a	0	0	dynamic#3 active#11
a	0	0	stative#1
a	0	0	active#10
a	0	0	passive#3
a	0.25	0	active#6
a	0.125	0	activated#3
a	0	0.5	counteractive#1
a	0	0	surface-active#1
a	0	0.625	inactive#4
a	0.125	0.625	quiescent#1
a	0.375	0	active#9
a	0	0.5	quiet#6
a	0.125	0.5	existent#3 actual#1
a	0.5	0	effective#5
a	0	0.25	potential#1 possible#2
a	0	0.625	latent#1
a	0	0.5	acute#1
a	0	0	subacute#1
a	0	0.375	chronic#1
a	0	0.375	degenerative#1
a	0.5	0	virulent#2
a	0.125	0.375	highly_infective#1
a	0.125	0.25	deadly#6
a	0	0.875	avirulent#1
a	0.25	0	adaptive#1 adaptative#1
a	0.625	0.125	reconciling#1 accommodative#3
a	0	0	adaptational#1
a	0.625	0.125	adjustive#1
a	0.5	0.375	maladaptive#1
a	0	0	nonadaptive#1 dysfunctional#2
a	0.375	0.25	maladjustive#1
a	0	0	addicted#1
a	0	0	alcoholic#2 alcohol-dependent#1
a	0	0	strung-out#1 hooked#2 drug-addicted#1 dependent#6 dependant#2
a	0	0.125	unaddicted#1
a	0.5	0	clean#18
a	0	0.625	habit-forming#1 addictive#1
a	0.25	0.5	nonaddictive#1
a	0	0.375	additive#2
a	0	0	cumulative#1 accumulative#1
a	0.5	0	addible#1 addable#1
a	0	0	extra#3 additional#1
a	0.125	0.125	completing#1 complementary#2 complemental#1
a	0	0	incremental#1
a	0	0	intercalary#1
a	0	0	summative#1 summational#1
a	0	0	supplementary#2 supplemental#2
a	0.25	0	subtractive#1
a	0.625	0	ablative#2
a	0	0.625	reductive#1
a	0.125	0	addressed#1
a	0	0	self-addressed#1
a	0	0.125	unaddressed#1
a	0	0	equal#2 adequate#1
a	0.375	0.25	up_to#2 equal_to#1 capable#4 adequate_to#1
a	0.25	0	competent#2
a	0	0.5	unequal#2 inadequate#1
a	0	0.625	wanting#2 lacking#1 deficient#1
a	0	0.25	unequal_to#1 incompetent#5 incapable#4
a	0	0.75	understaffed#1 undermanned#1 short-staffed#1 short-handed#1
a	0.25	0.5	adhesive#1
a	0	0	adherent#1
a	0	0	agglutinative#2 agglutinate#1
a	0.25	0	bondable#2
a	0	0	tenacious#3 coherent#4
a	0	0.5	cohesive#1
a	0	0	viscous#2 viscid#1 sticky#1 pasty#2 mucilaginous#1 gummy#1 glutinous#1 gluey#1
a	0	0	icky#2 gooey#1
a	0	0	gum-like#1
a	0	0.25	gummy#2 gummed#1
a	0	0	tarry#1 resiny#1 resinous#1 pitchy#2
a	0	0.5	self-sealing#2
a	0	0.5	stick-on#1
a	0	0	sticky#5
a	0	0.75	nonadhesive#1
a	0	0.625	nonviscid#1 nonglutinous#1
a	0	0.5	nonresiny#1 nonresinous#1 non-resiny#1 non-resinous#1
a	0	0.75	ungummed#1
a	0	0	procedural#2 adjective#2
a	0.125	0	substantive#2 essential#5
a	0.75	0	adoptable#1
a	0	0	unadoptable#1
a	0.375	0	decorated#1 adorned#1
a	0	0.375	spangly#1 spangled#1 sequined#1 jewelled#1 jeweled#1 gemmed#1 beady#2
a	0	0.5	bedaubed#1
a	0	0.25	spectacled#1 monocled#1 bespectacled#1
a	0	0	raised#2 embossed#1 brocaded#1
a	0	0.125	buttony#2
a	0	0	carbuncled#2
a	0	0	cloisonne#1 champleve#1
a	0	0	tinselly#1 tinseled#1 clinquant#1
a	0	0.25	plumed#3 crested#3
a	0	0	tufted#3 topknotted#1 crested#2
a	0	0	crested#1
a	0	0	crocketed#1
a	0	0.125	plumy#3 feathery#3 feathered#1
a	0	0.125	ruffled#2 frilly#1 frilled#1
a	0	0.125	fringed#2
a	0.125	0	gilt-edged#2
a	0	0.125	inflamed#3
a	0	0.125	inlaid#1
a	0	0	inwrought#1
a	0	0	tessellated#2
a	0	0.25	mounted#2
a	0	0.125	wainscoted#1 paneled#1
a	0	0.375	studded#1
a	0	0.125	tapestried#1
a	0	0.125	tasselled#1 tasseled#1
a	0	0.125	tricked-out#1
a	0	0.125	tufted#2
a	0.25	0.625	undecorated#1 unadorned#1
a	0.125	0.25	unornamented#1 unembellished#1 spare#6 plain#6 bare#10
a	0.375	0.375	untufted#1
a	0	0	cholinergic#1
a	0	0	anticholinergic#1
a	0.25	0	adroit#1
a	0.625	0	neat#4 clean#17
a	0.625	0	ingenious#1 cunning#3 clever#3
a	0	0	coordinated#2 co-ordinated#3
a	0.25	0.25	dextrous#1 dexterous#1 deft#1
a	0.25	0	handy#3
a	0	0	nimble-fingered#1 light-fingered#1
a	0.5	0	quick-witted#1
a	0.25	0.375	maladroit#1
a	0.125	0.75	left-handed#6 heavy-handed#1 handless#2 ham-handed#1 ham-fisted#1 butterfingered#1 bungling#2 bumbling#1
a	0.5	0.125	tactless#2 inept#3
a	0.125	0.375	uncoordinated#2
a	0	0.25	unmechanical#1 nonmechanical#2
a	0.625	0	advantageous#1
a	0.625	0	good#5 beneficial#1
a	0.75	0	positive#3 plus#2
a	0.125	0.25	preferential#1 discriminatory#4
a	0.75	0.25	disadvantageous#1
a	0	0.875	negative#9 minus#2
a	0.625	0.25	adventurous#1 adventuresome#1
a	0.375	0.125	venturous#1 venturesome#1 daring#1 audacious#3
a	0.25	0.25	sporting#3
a	0.375	0.25	swashbuckling#1 swaggering#2
a	0.25	0.375	unadventurous#1
a	0	0	safe#2
a	0.625	0	advisable#1
a	0.75	0	better#3 best#2
a	0.625	0	well#3
a	0.125	0.625	unadvisable#1 inadvisable#1
a	0.5	0	well-advised#1 advised#1
a	0	0	considered#1
a	0	0.125	unadvised#1 ill-advised#1
a	0	0	aerophilous#1 aerophilic#1 aerobic#1
a	0	0	aerobiotic#1
a	0	0	oxidative#1
a	0	0.375	anaerobiotic#1 anaerobic#1
a	0.5	0	aerobic#2
a	0	0.25	anaerobic#2
a	0.625	0	esthetical#1 esthetic#1 aesthetical#1 aesthetic#2
a	0.625	0	artistic#2
a	0	0	enhancive#2 cosmetic#2
a	0.25	0	painterly#1
a	0.375	0.125	sensuous#1
a	0.5	0.5	unaesthetic#1 inaesthetic#1
a	0.125	0.5	unartistic#1 inartistic#1
a	0.375	0	affected#1
a	0.5	0.5	impressed#1
a	0	0.375	struck#1 stricken#2 smitten#1
a	0.125	0	stage-struck#1
a	0	0.625	subject#3
a	0.125	0.5	taken#2
a	0	0.5	wonder-struck#1
a	0.125	0.125	unaffected#1
a	0	0.625	immune#4
a	0.125	0	superior#7
a	0	0.625	unimpressed#1
a	0.25	0.625	untouched#2 unswayed#1 uninfluenced#1
a	0	0	unnatural#3 affected#2
a	0	0	strained#4 agonistic#3
a	0	0.25	stilted#1 hokey#2 contrived#2 artificial#2
a	0.125	0.625	strained#3 forced#4 constrained#1
a	0	0.25	elocutionary#2
a	0	0.375	mannered#1
a	0.25	0.125	plummy#2
a	0.75	0.125	unaffected#4
a	0.25	0	natural#10 lifelike#2
a	0	0.375	unmannered#2
a	0.125	0.125	unselfconscious#1
a	0	0	unstilted#1
a	0.5	0	affirmatory#1 affirmative#1
a	0.25	0	assentient#1
a	0	0.75	negative#2
a	0	0.625	dissident#2 dissenting#1 dissentient#2
a	0.375	0.25	acceptive#1
a	0.375	0.125	accepting#1
a	0.125	0.5	rejective#1
a	0.125	0.875	dismissive#2
a	0	0	repudiative#1
a	0	0	afloat#2
a	0	0	adrift#2
a	0	0	floating#1
a	0	0	waterborne#2
a	0	0	aground#1
a	0	0.5	afraid#1
a	0	0.75	acrophobic#1
a	0	0.125	afeared#1 afeard#1
a	0.25	0	shocked#1 dismayed#1 appalled#1 aghast#1
a	0	0.75	agoraphobic#1
a	0	0.625	alarmed#1
a	0	0.875	algophobic#1
a	0.125	0.625	apprehensive#3
a	0.125	0.25	hangdog#2
a	0	0.75	claustrophobic#2
a	0.125	0.375	fearful#1
a	0	0.125	scared#1 frightened#1
a	0	0.25	horror-struck#1 horror-stricken#1 horrified#1
a	0.625	0.125	hunted#1
a	0	0.75	hydrophobic#2 aquaphobic#1
a	0	0.75	mysophobic#1
a	0	0	terrified#1 panicky#1 panicked#1 panic-struck#1 panic-stricken#1 frightened#2
a	0	0.75	numb#3
a	0	0.375	shitless#1
a	0	0.5	terror-struck#1 terror-stricken#1
a	0	0.625	triskaidekaphobic#1
a	0	0.625	unnerved#1
a	0.125	0	white-lipped#1
a	0	0.75	xenophobic#1
a	0.25	0.125	unafraid#1 fearless#1
a	0	0.625	unapprehensive#1
a	0.25	0.375	unshrinking#1 unintimidated#1 unflinching#1 unblinking#2
a	0.625	0.25	unfrightened#1
a	0.5	0	aggressive#1
a	0.5	0	combative#3 bellicose#1 battleful#1
a	0.5	0.125	militant#2 competitive#3
a	0.125	0.125	high-pressure#1 hard-hitting#2
a	0	0	hostile#5
a	0.25	0	in-your-face#1
a	0.125	0.25	obstreperous#2
a	0	0	vulturous#1 vulturine#1 ravening#1 raptorial#2 rapacious#1 predatory#2
a	0.25	0	rough#7 pugnacious#2
a	0.375	0.125	scrappy#1
a	0.25	0.5	truculent#1
a	0	0.625	unaggressive#1 nonaggressive#1
a	0.125	0.375	low-pressure#1
a	0	0.5	agitated#1
a	0.25	0.5	worked_up#1 excited#1 emotional#4 aroused#6
a	0	0.125	overwrought#1 distraught#1
a	0	0.5	shaken#1 jolted#2
a	0.375	0.375	hectic#1 feverish#1
a	0.25	0.5	phrenetic#1 frenzied#2 frenetic#1 frantic#1
a	0.125	0.625	hysterical#2
a	0	0.5	psychedelic#3
a	0	0	wild-eyed#1
a	0.125	0.625	unagitated#2
a	0	0.125	agitated#2
a	0	0	turbulent#2 roily#1 roiling#1 roiled#2 churning#2
a	0.25	0	churning#1 churned-up#1
a	0	0	jolted#1
a	0	0	ruffled#1 rippled#2
a	0.25	0.25	seething#1
a	0	0	stirred#3
a	0	0.75	unagitated#1
a	0	0.25	nonturbulent#1
a	0.5	0.25	unstirred#1
a	0.5	0	agreeable#1
a	0.125	0.875	disagreeable#1
a	0	0.5	vexing#2 vexatious#1 teasing#3 plaguy#1 plaguey#2 pestiferous#4 pestering#1 pesky#1 nettlesome#1 irritating#1 galling#1 bothersome#1 annoying#1
a	0.333	0.667	harsh#6 abrasive#2
a	0	0.625	trying#2 stressful#1 nerve-wracking#1 nerve-racking#1
a	0	0.625	unsweet#2
a	0	0	air-to-surface#1 air-to-ground#1
a	0	0	air-to-air#1
a	0	0	surface-to-air#1
a	0.5	0	watchful#1 alert#1
a	0.375	0	wakeful#1 vigilant#1 open-eyed#1 argus-eyed#2
a	0.125	0.625	fly#1
a	0.5	0	wide-awake#2 heads-up#1
a	0.125	0.375	sleepless#2 lidless#3
a	0.25	0.5	unwatchful#1 unvigilant#1 unalert#1
a	0	0	algorithmic#1
a	0	0	recursive#1
a	0	0	heuristic#1
a	0	0	trial-and-error#2
a	0	0	alienable#1
a	0	0	appropriable#1
a	0.125	0	transferrable#2 transferable#2 negotiable#3 conveyable#1 assignable#1
a	0.125	0.375	unalienable#1 inalienable#1
a	0.125	0.625	inviolable#4 infrangible#2 absolute#5
a	0.5	0	non-negotiable#1
a	0.125	0.5	untransferable#1 unassignable#1 nontransferable#1
a	0.125	0	live#3 alive#1
a	0.375	0.125	liveborn#1
a	0.5	0	viable#2
a	0	0	vital#4
a	0	0.75	dead#1
a	0	0.5	gone#2 departed#2 deceased#1 at_rest#2 at_peace#1 asleep#3
a	0	0	assassinated#1
a	0	0.5	exsanguinous#1 exsanguine#1 bloodless#1
a	0	0	brain_dead#1
a	0	0.75	pulseless#1 inanimate#3 breathless#3
a	0	0.375	cold#13
a	0	0	d.o.a.#1
a	0	0.375	deathly#1 deathlike#1
a	0	0	defunct#2
a	0	0.375	doomed#1
a	0	0	executed#1
a	0	0.25	fallen#4
a	0.125	0	late#4
a	0	0.5	lifeless#1 exanimate#1
a	0	0	murdered#1
a	0	0.625	nonviable#1
a	0	0	slain#1
a	0.25	0.5	stillborn#2
a	0	0.375	stone-dead#1
a	0	0	apocrine#1
a	0.25	0	eccrine#1
a	0	0	artesian#1
a	0	0.125	subartesian#1
a	0.5	0	live#2
a	0	0	in_play#1
a	0	0.125	living#6
a	0	0.625	dead#2
a	0	0.125	out#2 extinct#3
a	0	0.75	lifeless#4
a	0	0	out_of_play#1
a	0	0	alphabetical#2 alphabetic#2
a	0	0	abecedarian#1
a	0	0	alphabetized#1 alphabetised#1
a	0	0.125	analphabetic#2
a	0	0	altricial#1
a	0.25	0	precocial#1
a	0.875	0	selfless#1 altruistic#1
a	0.375	0	self-centred#1 self-centered#1 egoistical#1 egoistic#1 egocentric#1
a	0.5	0	self-involved#1 self-absorbed#1
a	0.125	0	ambiguous#2
a	0.5	0	double-barrelled#2 double-barreled#2
a	0	0	double-edged#1
a	0.25	0.125	oracular#3 enigmatic#2
a	0.375	0.375	left-handed#5
a	0.375	0	multivalent#3 multi-valued#1
a	0	0	polysemous#1 polysemantic#1
a	0.375	0.375	uncertain#7
a	0.375	0	unambiguous#1
a	0.125	0	monosemous#1
a	0.5	0.125	ambitious#1
a	0.625	0	pushy#1 pushful#1
a	0.5	0	wishful#2 aspiring#1 aspirant#1
a	0.375	0	driven#3 determined#5 compulsive#2
a	0.25	0	would-be#1 manque#1
a	0.375	0.25	overambitious#1
a	0.5	0	unambitious#1 ambitionless#1
a	0.25	0.5	shiftless#1
a	0	0.25	ametropic#1
a	0	0	emmetropic#1
a	0	0	ample#1
a	0	0	good#2 full#6
a	0.25	0	generous#3
a	0	0	wide-cut#1 wide#6 full#8
a	0	0.625	stingy#2 scrimpy#1 meagre#1 meagerly#1 meager#1
a	0	0.5	spare#5 scanty#1 bare#2
a	0.125	0.625	exiguous#1
a	0	0.5	hand-to-mouth#1
a	0	0.375	hardscrabble#1
a	0	0	paltry#2 miserable#6 measly#1
a	0.5	0	anabolic#2
a	0	0	energy-storing#1 constructive-metabolic#1
a	0	0.75	katabolic#2 catabolic#2
a	0	0	energy-releasing#2 destructive-metabolic#1
a	0	0	anaclinal#1
a	0	0	cataclinal#1
a	0	0.25	stigmatic#3 anastigmatic#2
a	0	0	astigmatic#1
a	0	0	anticlinal#1
a	0	0	synclinal#1
a	0	0	anadromous#1
a	0	0	catadromous#1
a	0	0	diadromous#1
a	0	0	anabatic#1
a	0	0	katabatic#1 catabatic#1
a	0	0	anal_retentive#1 anal#2
a	0	0	oral#4
a	0	0	linear#3 analogue#1 analog#1
a	0	0	digital#3
a	0.125	0	analytical#2 analytic#4
a	0	0	synthetical#2 synthetic#4
a	0.125	0	uninflected#3 analytic#3
a	0	0	isolating#1
a	0	0	synthetic#3
a	0	0	polysynthetic#1 agglutinative#1
a	0	0	analytical#1 analytic#2
a	0	0	synthetical#1 synthetic#2
a	0.125	0.125	inflectional#1
a	0	0.25	derivational#1
a	0	0	apocarpous#1
a	0	0	syncarpous#1
a	0.375	0.375	angry#1
a	0	0.5	provoked#1 aggravated#2
a	0.25	0.25	maddened#1 infuriated#1 furious#2 enraged#1 angered#1
a	0.125	0.5	black#3
a	0.125	0.625	irascible#2 choleric#3
a	0.125	0.125	hot_under_the_collar#1
a	0.125	0	sore#3 mad#1 huffy#2
a	0	0.75	umbrageous#2 outraged#1 indignant#1 incensed#1
a	0.125	0.5	ireful#1 irate#1
a	0.125	0	livid#3
a	0.5	0.25	smouldering#1 smoldering#1
a	0	0.25	wrothful#1 wroth#1 wrathful#1
a	0	0.125	unangry#1
a	0	0.875	resentful#1
a	0.5	0.25	bitter#1 acrimonious#1
a	0.375	0.25	rancorous#1
a	0	0.5	unresentful#1
a	0	0.75	unbitter#1
a	0.25	0.5	sentient#1 animate#3
a	0.125	0.25	sensate#1
a	0.125	0.5	insentient#1 insensate#1
a	0.25	0.5	unfeeling#2
a	0	0	animate#2
a	0	0.75	nonliving#1 non-living#1 inanimate#2
a	0	0	nonconscious#2
a	0.375	0	animated#1 alive#3
a	0.375	0	spirited#4 enlivened#2
a	0.375	0.25	vital#3 lively#6 full_of_life#1
a	0.5	0.125	revived#2 reanimated#1
a	0.375	0.5	unanimated#1
a	0.25	0	lifeless#3
a	0.25	0.5	wan#3
a	0.5	0	enlivened#1
a	0.875	0	perked_up#1
a	0	0.625	unenlivened#1
a	0	0	animate#1
a	0	0	inanimate#1
a	0	0.5	anonymous#1 anon.#1
a	0	0	unnamed#1 unknown#2 unidentified#2 nameless#1
a	0	0	onymous#1
a	0	0	binominal#1 binomial#2
a	0	0	pseudonymous#1
a	0	0	antemortem#1
a	0	0.125	postmortem#1 postmortal#1
a	0	0	antecedent#1
a	0	0	prior#1 anterior#2
a	0.375	0.125	prevenient#1 anticipatory#1
a	0	0.375	preexisting#1 preexistent#1 pre-existing#1 pre-existent#1
a	0	0	subsequent#1
a	0	0	sequent#2 resultant#1 incidental#3 ensuant#1 consequent#1 concomitant#1 attendant#2 accompanying#1
a	0	0	ulterior#3 posterior#2 later#1
a	0	0	antrorse#1
a	0	0	retrorse#1
a	0	0.125	decurved#1
a	0	0	aquatic#2
a	0	0	marine#5
a	0	0	subaquatic#2 semiaquatic#2
a	0	0	underwater#2 submersed#2 submerged#2 subaqueous#1 subaquatic#1
a	0	0	terrestrial#3
a	0	0	onshore#2
a	0	0	overland#1
a	0	0	amphibious#2
a	0	0	semiaquatic#1 amphibiotic#1
a	0	0.125	preceding#1
a	0	0.125	above#1
a	0	0.125	above-named#1 above-mentioned#1
a	0	0	foregoing#1
a	0	0	prefatory#1 prefatorial#1 introductory#3
a	0	0	precedent#1
a	0	0	premedical#2
a	0	0	propaedeutic#1 preparatory#1 preparative#1
a	0	0	previous#1 old#8
a	0	0	succeeding#1
a	0	0.375	consecutive#1 back-to-back#1
a	0	0	ensuing#1
a	0	0	undermentioned#1 following#1
a	0	0	next#1 following#2
a	0	0	in_line#1
a	0	0	postmortem#2
a	0.375	0	precedented#1
a	0	0	unprecedented#1
a	0	0.625	unexampled#1 new#4
a	0	0	prehensile#1
a	0	0.125	nonprehensile#1
a	0	0.125	prenatal#1 antepartum#1 antenatal#1
a	0	0	perinatal#1
a	0	0.125	postpartum#1 postnatal#1
a	0	0	preprandial#1
a	0	0	postprandial#1
a	0	0	prewar#1
a	0	0	postwar#1
a	0	0.125	retrograde#2
a	0	0.125	anterograde#1
a	0	0	antemeridian#1
a	0	0	ante_meridiem#1 a.m.#1
a	0	0	postmeridian#1
a	0	0	post_meridiem#1 p.m.#1
a	0	0	anterior#1
a	0	0	frontal#1
a	0	0	frontal#4
a	0	0	prefrontal#1
a	0	0	posterior#1
a	0	0	hinder#1 hind#1 back#2
a	0	0	caudal#3
a	0	0	retral#2
a	0	0	dorsal#1
a	0	0	ventral#1
a	0	0	dorsoventral#1
a	0.5	0	appealable#1
a	0	0.5	unappealable#1
a	0	0	appendaged#1
a	0	0.625	unappendaged#1
a	0.5	0.25	appetizing#1 appetising#1
a	0.625	0.25	savoury#3 savory#3 mouth-watering#1
a	0	0.75	unappetizing#1 unappetising#1
a	0	0	approachable#2
a	0.125	0.125	accessible#4
a	0	0.375	unapproachable#1
a	0.125	0.625	standoffish#1 offish#1
a	0	0	appropriate#1
a	0	0	befitting#1
a	0	0	grade-appropriate#1
a	0.5	0	pat#2
a	0	0	right#6 proper#4
a	0.125	0.75	inappropriate#1
a	0	0.625	unbefitting#1
a	0	0.875	wrong#3 improper#3
a	0	0	due#1
a	0	0	callable#1
a	0	0	collect#1 cod#1
a	0.125	0.125	payable#1 collectible#1 collectable#1
a	0	0.25	overdue#1 delinquent#3
a	0	0	receivable#1
a	0	0	out-of-pocket#1
a	0	0	repayable#1
a	0.125	0.25	undue#1
a	0.75	0	due#3
a	0	0.625	undue#2
a	0.5	0.125	apropos#1
a	0.375	0.25	pertinent#2 apt#4 apposite#1
a	0.25	0.75	malapropos#1
a	0.125	0.875	out_of_place#1 inapposite#1
a	0.25	0	a_priori#1
a	0.125	0	a_posteriori#1
a	0	0.5	apteral#1
a	0.375	0	porticoed#1 amphistylar#2 amphiprostyle#1 amphiprostylar#1
a	0.375	0	pseudoprostyle#1 prostyle#1
a	0	0	peripteral#1
a	0	0	monopteral#1
a	0	0	pseudoperipteral#1 peristylar#1
a	0	0	arbitrable#1
a	0	0.625	nonarbitrable#1
